Internal Entity UUID,Entity Type,Original Platform ID,Short Representation,URL,Link Text (Mask),Link href Text,Link href URL,Link Type,Documentation Source,Resource Type,Resource Availability,Unavailability Reason,Bytes,Words,Tags
58023c55-16ff-469d-95ce-2e0e2af24cc8,TextFile,"prmr/JetUML/docs/CONTRIBUTING.md","docs/CONTRIBUTING.md","https://github.com/prmr/JetUML/blob/master/docs/CONTRIBUTING.md","create a new issue report","https://guides.github.com/features/issues/","https://guides.github.com/features/issues/","Link","guides.github.com","Website Subsection","True","",206377,32308,752
58023c55-16ff-469d-95ce-2e0e2af24cc8,TextFile,"prmr/JetUML/docs/CONTRIBUTING.md","docs/CONTRIBUTING.md","https://github.com/prmr/JetUML/blob/master/docs/CONTRIBUTING.md","pull request","https://help.github.com/en/articles/about-pull-requests","https://help.github.com/en/articles/about-pull-requests","Link","help.github.com","Website Subsection","True","",211445,33224,720
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","Building the Application","#building-the-application-in-eclipse","https://github.com/prmr/JetUML/blob/master/docs/developers.md#building-the-application-in-eclipse","SameDocumentLink","github.com","MarkDown","True","",209992,36608,
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","Committing Code","#committing-code","https://github.com/prmr/JetUML/blob/master/docs/developers.md#committing-code","SameDocumentLink","github.com","MarkDown","True","",209992,36608,
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","Copyright Notice","#copyright-notice","https://github.com/prmr/JetUML/blob/master/docs/developers.md#copyright-notice","SameDocumentLink","github.com","MarkDown","True","",209992,36608,
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","copyright notice","#copyright-notice","https://github.com/prmr/JetUML/blob/master/docs/developers.md#copyright-notice","SameDocumentLink","github.com","MarkDown","True","",209992,36608,
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","Packaging the Application","#packaging-the-application","https://github.com/prmr/JetUML/blob/master/docs/developers.md#packaging-the-application","SameDocumentLink","github.com","MarkDown","True","",209992,36608,
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","See Also","#see-also","https://github.com/prmr/JetUML/blob/master/docs/developers.md#see-also","SameDocumentLink","github.com","MarkDown","True","",209992,36608,
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","System Requirements","#system-requirements","https://github.com/prmr/JetUML/blob/master/docs/developers.md#system-requirements","SameDocumentLink","github.com","MarkDown","True","",209992,36608,
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","style file","../style/Style.xml","https://github.com/prmr/JetUML/blob/master/docs/../style/Style.xml","RelativeDocumentLink","github.com","XML","True","",219143,,
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","[Not Found] [Broken?] Architecture Description","/docs/architecture","https://github.com/prmr/JetUML/blob/master/docs/architecture","RelativeDocumentLink","github.com","MarkDown","False","Not Found",,,
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","[Not Found] [Broken?] Contributing Guidelines","docs/CONTRIBUTING","https://github.com/prmr/JetUML/blob/master/docs/docs/CONTRIBUTING","RelativeDocumentLink","github.com","MarkDown","False","Not Found",,,
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","Checkstyle","https://checkstyle.org/","https://checkstyle.org/","Link","checkstyle.org","Resource Container","True","",33654,4141,573
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","jpackage tool","https://docs.oracle.com/en/java/javase/14/docs/specs/man/jpackage.html","https://docs.oracle.com/en/java/javase/14/docs/specs/man/jpackage.html","Link","docs.oracle.com","HTML","True","",18684,3005,394
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","Eclipse","https://eclipseide.org/","https://eclipseide.org/","Link","eclipseide.org","Resource Container","True","",22842,3907,407
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","JetUML repo","https://github.com/prmr/JetUML.git","https://github.com/prmr/JetUML.git","GitHubProjectLink","github.com","Git Repository","True","",307366,,
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","[#519] Add constraint for connection to notes","https://github.com/prmr/JetUML/commit/6af09b1289153cb5fd0aa5b0683da77bca2e5e58","https://github.com/prmr/JetUML/commit/6af09b1289153cb5fd0aa5b0683da77bca2e5e58","GitHubCommitLink (sr)","github.com","GitHub Resource","True","",583915,,
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","JavaFX","https://jdk.java.net/javafx21/","https://jdk.java.net/javafx21/","Link","jdk.java.net","Website Subsection","True","",8984,1532,196
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","Checkstyle Eclipse Plug-in","https://marketplace.eclipse.org/content/checkstyle-plug","https://marketplace.eclipse.org/content/checkstyle-plug","Link","marketplace.eclipse.org","Website Subsection","True","",73280,8905,975
5ace9133-6615-4e31-87f6-755a46700473,TextFile,"prmr/JetUML/docs/developers.md","docs/developers.md","https://github.com/prmr/JetUML/blob/master/docs/developers.md","Java Development Kit","https://www.oracle.com/java/technologies/downloads/","https://www.oracle.com/java/technologies/downloads/","Link","www.oracle.com","Website Subsection","True","",139257,20957,2060
6805b875-65e3-4f6a-aa75-7d488443af55,TextFile,"prmr/JetUML/docs/documentation.md","docs/documentation.md","https://github.com/prmr/JetUML/blob/master/docs/documentation.md","Contributing Guidelines","https://www.jetuml.org/docs/CONTRIBUTING.html","https://www.jetuml.org/docs/CONTRIBUTING.html","Link","www.jetuml.org","HTML","True","",6062,858,86
6805b875-65e3-4f6a-aa75-7d488443af55,TextFile,"prmr/JetUML/docs/documentation.md","docs/documentation.md","https://github.com/prmr/JetUML/blob/master/docs/documentation.md","Architecture Description","https://www.jetuml.org/docs/architecture.html","https://www.jetuml.org/docs/architecture.html","Link","www.jetuml.org","HTML","True","",5909,806,70
6805b875-65e3-4f6a-aa75-7d488443af55,TextFile,"prmr/JetUML/docs/documentation.md","docs/documentation.md","https://github.com/prmr/JetUML/blob/master/docs/documentation.md","Guide for JetUML Developers","https://www.jetuml.org/docs/developers.html","https://www.jetuml.org/docs/developers.html","Link","www.jetuml.org","HTML","True","",10468,1483,151
6805b875-65e3-4f6a-aa75-7d488443af55,TextFile,"prmr/JetUML/docs/documentation.md","docs/documentation.md","https://github.com/prmr/JetUML/blob/master/docs/documentation.md","JetUML File Format","https://www.jetuml.org/docs/schemas.html","https://www.jetuml.org/docs/schemas.html","Link","www.jetuml.org","HTML","True","",15979,2377,329
6805b875-65e3-4f6a-aa75-7d488443af55,TextFile,"prmr/JetUML/docs/documentation.md","docs/documentation.md","https://github.com/prmr/JetUML/blob/master/docs/documentation.md","User Guide","https://www.jetuml.org/docs/user-guide-topics.html","https://www.jetuml.org/docs/user-guide-topics.html","Link","www.jetuml.org","HTML","True","",19020,2864,223
616505fd-ee7a-47b4-962d-c639dbbe1327,TextFile,"prmr/JetUML/docs/download.md","docs/download.md","https://github.com/prmr/JetUML/blob/master/docs/download.md","installation guide","#installation-instructions","https://github.com/prmr/JetUML/blob/master/docs/download.md#installation-instructions","SameDocumentLink","github.com","MarkDown","True","",194623,33718,
616505fd-ee7a-47b4-962d-c639dbbe1327,TextFile,"prmr/JetUML/docs/download.md","docs/download.md","https://github.com/prmr/JetUML/blob/master/docs/download.md","latest release","https://github.com/prmr/JetUML/releases","https://github.com/prmr/JetUML/releases","GitHubReleaseLink (sr)","github.com","GitHub Resource","True","",332534,,
616505fd-ee7a-47b4-962d-c639dbbe1327,TextFile,"prmr/JetUML/docs/download.md","docs/download.md","https://github.com/prmr/JetUML/blob/master/docs/download.md","latest release page","https://github.com/prmr/JetUML/releases","https://github.com/prmr/JetUML/releases","GitHubReleaseLink (sr)","github.com","GitHub Resource","True","",332534,,
616505fd-ee7a-47b4-962d-c639dbbe1327,TextFile,"prmr/JetUML/docs/download.md","docs/download.md","https://github.com/prmr/JetUML/blob/master/docs/download.md","latest release page","https://github.com/prmr/JetUML/releases","https://github.com/prmr/JetUML/releases","GitHubReleaseLink (sr)","github.com","GitHub Resource","True","",332534,,
616505fd-ee7a-47b4-962d-c639dbbe1327,TextFile,"prmr/JetUML/docs/download.md","docs/download.md","https://github.com/prmr/JetUML/blob/master/docs/download.md","Java","https://openjdk.java.net/","https://openjdk.java.net/","Link","openjdk.java.net","Resource Container","True","",13175,2033,275
616505fd-ee7a-47b4-962d-c639dbbe1327,TextFile,"prmr/JetUML/docs/download.md","docs/download.md","https://github.com/prmr/JetUML/blob/master/docs/download.md","JavaFX","https://openjfx.io/","https://openjfx.io/","Link","openjfx.io","Resource Container","True","",25049,4306,468
616505fd-ee7a-47b4-962d-c639dbbe1327,TextFile,"prmr/JetUML/docs/download.md","docs/download.md","https://github.com/prmr/JetUML/blob/master/docs/download.md","[Connection Error] GNU General Public License v3","https://www.gnu.org/licenses/gpl.html","https://www.gnu.org/licenses/gpl.html","Link","www.gnu.org","HTML","False","Connection Error",,,
616505fd-ee7a-47b4-962d-c639dbbe1327,TextFile,"prmr/JetUML/docs/download.md","docs/download.md","https://github.com/prmr/JetUML/blob/master/docs/download.md","[Not fetchable] writing an endorsement","mailto:jetuml@cs.mcgill.ca","mailto:jetuml@cs.mcgill.ca","MailToLink","jetuml@cs.mcgill.ca","E-mail Address","False","Not fetchable",,,
51e3fba7-aa80-4ba1-a4bf-4e2b7a64ffdf,TextFile,"prmr/JetUML/docs/functional/DarkMode.md","docs/functional/DarkMode.md","https://github.com/prmr/JetUML/blob/master/docs/functional/DarkMode.md",,,,,,,,,,,
2b2220c4-9ebd-4281-a8a1-a49986ae6298,TextFile,"prmr/JetUML/docs/functional/DiagramState.md","docs/functional/DiagramState.md","https://github.com/prmr/JetUML/blob/master/docs/functional/DiagramState.md",,,,,,,,,,,
72d256fb-fbfc-4950-982b-b1476c673c0b,TextFile,"prmr/JetUML/docs/functional/FontManagement.md","docs/functional/FontManagement.md","https://github.com/prmr/JetUML/blob/master/docs/functional/FontManagement.md",,,,,,,,,,,
a94c41ef-bcae-4512-ade0-fc4bc638c88f,TextFile,"prmr/JetUML/docs/functional/NodeStorage.md","docs/functional/NodeStorage.md","https://github.com/prmr/JetUML/blob/master/docs/functional/NodeStorage.md",,,,,,,,,,,
058e819c-46dc-4715-b7f7-d6511467e47f,TextFile,"prmr/JetUML/docs/functional/properties.md","docs/functional/properties.md","https://github.com/prmr/JetUML/blob/master/docs/functional/properties.md","JavaBeans Framework","https://docs.oracle.com/javase/8/docs/api/java/beans/package-summary.html","https://docs.oracle.com/javase/8/docs/api/java/beans/package-summary.html","Link","docs.oracle.com","HTML","True","",28463,4062,437
ba453fa7-0ee9-4dc5-adc6-b2d9630e999c,TextFile,"prmr/JetUML/docs/functional/TabManagement.md","docs/functional/TabManagement.md","https://github.com/prmr/JetUML/blob/master/docs/functional/TabManagement.md","tabbed pane mechanism","https://docs.oracle.com/javase/10/docs/api/javafx/scene/control/TabPane.html","https://docs.oracle.com/javase/10/docs/api/javafx/scene/control/TabPane.html","Link","docs.oracle.com","HTML","True","",124279,15892,2057
75878acf-935d-4575-a1b0-27c6432e39bd,TextFile,"prmr/JetUML/docs/functional/WebsiteManagement.md","docs/functional/WebsiteManagement.md","https://github.com/prmr/JetUML/blob/master/docs/functional/WebsiteManagement.md","Slate","https://github.com/pages-themes/slate","https://github.com/pages-themes/slate","GitHubProjectLink","github.com","GitHub Resource","True","",326227,,
75878acf-935d-4575-a1b0-27c6432e39bd,TextFile,"prmr/JetUML/docs/functional/WebsiteManagement.md","docs/functional/WebsiteManagement.md","https://github.com/prmr/JetUML/blob/master/docs/functional/WebsiteManagement.md","Slate GitHub repository","https://github.com/pages-themes/slate/blob/master/_sass/jekyll-theme-slate.scss","https://github.com/pages-themes/slate/blob/master/_sass/jekyll-theme-slate.scss"," (dr)","github.com","Unknown","True","",205655,,
75878acf-935d-4575-a1b0-27c6432e39bd,TextFile,"prmr/JetUML/docs/functional/WebsiteManagement.md","docs/functional/WebsiteManagement.md","https://github.com/prmr/JetUML/blob/master/docs/functional/WebsiteManagement.md","GitHub repository","https://github.com/prmr/JetUML","https://github.com/prmr/JetUML","GitHubProjectLink","github.com","GitHub Resource","True","",307371,,
75878acf-935d-4575-a1b0-27c6432e39bd,TextFile,"prmr/JetUML/docs/functional/WebsiteManagement.md","docs/functional/WebsiteManagement.md","https://github.com/prmr/JetUML/blob/master/docs/functional/WebsiteManagement.md","Jekyll Docs","https://jekyllrb.com/docs/","https://jekyllrb.com/docs/","Link","jekyllrb.com","Website Subsection","True","",16452,2076,253
75878acf-935d-4575-a1b0-27c6432e39bd,TextFile,"prmr/JetUML/docs/functional/WebsiteManagement.md","docs/functional/WebsiteManagement.md","https://github.com/prmr/JetUML/blob/master/docs/functional/WebsiteManagement.md","front matter","https://jekyllrb.com/docs/front-matter/","https://jekyllrb.com/docs/front-matter/","Link","jekyllrb.com","Website Subsection","True","",20440,2689,313
75878acf-935d-4575-a1b0-27c6432e39bd,TextFile,"prmr/JetUML/docs/functional/WebsiteManagement.md","docs/functional/WebsiteManagement.md","https://github.com/prmr/JetUML/blob/master/docs/functional/WebsiteManagement.md","JetUML website","https://www.jetuml.org","https://www.jetuml.org","Link","www.jetuml.org","Resource Container","True","",6164,867,77
b591a138-a772-4d8b-beae-1300048b121b,TextFile,"prmr/JetUML/docs/install.md","docs/install.md","https://github.com/prmr/JetUML/blob/master/docs/install.md","aur.archlinux.org/packages/jetuml","https://aur.archlinux.org/packages/jetuml","https://aur.archlinux.org/packages/jetuml","Link","aur.archlinux.org","Website Subsection","True","",32340,3667,650
b591a138-a772-4d8b-beae-1300048b121b,TextFile,"prmr/JetUML/docs/install.md","docs/install.md","https://github.com/prmr/JetUML/blob/master/docs/install.md","latest release page","https://github.com/prmr/JetUML/releases","https://github.com/prmr/JetUML/releases","GitHubReleaseLink (sr)","github.com","GitHub Resource","True","",332534,,
b591a138-a772-4d8b-beae-1300048b121b,TextFile,"prmr/JetUML/docs/install.md","docs/install.md","https://github.com/prmr/JetUML/blob/master/docs/install.md","latest release page","https://github.com/prmr/JetUML/releases","https://github.com/prmr/JetUML/releases","GitHubReleaseLink (sr)","github.com","GitHub Resource","True","",332534,,
b591a138-a772-4d8b-beae-1300048b121b,TextFile,"prmr/JetUML/docs/install.md","docs/install.md","https://github.com/prmr/JetUML/blob/master/docs/install.md","Java","https://openjdk.java.net/","https://openjdk.java.net/","Link","openjdk.java.net","Resource Container","True","",13175,2033,275
b591a138-a772-4d8b-beae-1300048b121b,TextFile,"prmr/JetUML/docs/install.md","docs/install.md","https://github.com/prmr/JetUML/blob/master/docs/install.md","JavaFX","https://openjfx.io/","https://openjfx.io/","Link","openjfx.io","Resource Container","True","",25049,4306,468
a2a8e8b6-ae17-4cfe-ab77-f24870eda25e,TextFile,"prmr/JetUML/docs/schemas.md","docs/schemas.md","https://github.com/prmr/JetUML/blob/master/docs/schemas.md","JSONSchema","https://json-schema.org/","https://json-schema.org/","Link","json-schema.org","Resource Container","True","",138890,21421,295
a2a8e8b6-ae17-4cfe-ab77-f24870eda25e,TextFile,"prmr/JetUML/docs/schemas.md","docs/schemas.md","https://github.com/prmr/JetUML/blob/master/docs/schemas.md","[Not Found] validate","https://json-schema.org/implementations.html#validators","https://json-schema.org/implementations.html#validators","Link","json-schema.org","HTML","False","Not Found",,,
a2a8e8b6-ae17-4cfe-ab77-f24870eda25e,TextFile,"prmr/JetUML/docs/schemas.md","docs/schemas.md","https://github.com/prmr/JetUML/blob/master/docs/schemas.md","Class Diagram","schema/3.0/class.schema.json","https://github.com/prmr/JetUML/blob/master/docs/schema/3.0/class.schema.json","RelativeDocumentLink","github.com","JSON","True","",197429,33680,
a2a8e8b6-ae17-4cfe-ab77-f24870eda25e,TextFile,"prmr/JetUML/docs/schemas.md","docs/schemas.md","https://github.com/prmr/JetUML/blob/master/docs/schemas.md","[Not Found] [Broken?] Object Diagram","schema/3.0/objectschema.json","https://github.com/prmr/JetUML/blob/master/docs/schema/3.0/objectschema.json","RelativeDocumentLink","github.com","JSON","False","Not Found",,,
a2a8e8b6-ae17-4cfe-ab77-f24870eda25e,TextFile,"prmr/JetUML/docs/schemas.md","docs/schemas.md","https://github.com/prmr/JetUML/blob/master/docs/schemas.md","Sequence Diagram","schema/3.0/sequence.schema.json","https://github.com/prmr/JetUML/blob/master/docs/schema/3.0/sequence.schema.json","RelativeDocumentLink","github.com","JSON","True","",193460,33160,
a2a8e8b6-ae17-4cfe-ab77-f24870eda25e,TextFile,"prmr/JetUML/docs/schemas.md","docs/schemas.md","https://github.com/prmr/JetUML/blob/master/docs/schemas.md","State Diagram","schema/3.0/state.schema.json","https://github.com/prmr/JetUML/blob/master/docs/schema/3.0/state.schema.json","RelativeDocumentLink","github.com","JSON","True","",192198,32989,
a2a8e8b6-ae17-4cfe-ab77-f24870eda25e,TextFile,"prmr/JetUML/docs/schemas.md","docs/schemas.md","https://github.com/prmr/JetUML/blob/master/docs/schemas.md","Use Case Diagram","schema/3.0/usecase.schema.json","https://github.com/prmr/JetUML/blob/master/docs/schema/3.0/usecase.schema.json","RelativeDocumentLink","github.com","JSON","True","",193004,33093,
3285ec52-69d5-460e-b83b-822244506239,TextFile,"prmr/JetUML/docs/user-guide-diagrams.md","docs/user-guide-diagrams.md","https://github.com/prmr/JetUML/blob/master/docs/user-guide-diagrams.md",,,,,,,,,,,
a2db10e4-4c50-44ca-957e-bbc16a6e1f8e,TextFile,"prmr/JetUML/docs/user-guide-levels.md","docs/user-guide-levels.md","https://github.com/prmr/JetUML/blob/master/docs/user-guide-levels.md",,,,,,,,,,,
ad4b863e-5ef3-415b-8a62-b5a573a1a69a,TextFile,"prmr/JetUML/docs/user-guide-topics.md","docs/user-guide-topics.md","https://github.com/prmr/JetUML/blob/master/docs/user-guide-topics.md",,,,,,,,,,,
d8f80b37-fd5a-4dec-9b03-d295dd43798b,TextFile,"prmr/JetUML/index.md","index.md","https://github.com/prmr/JetUML/blob/master/index.md","","https://gitHub.com/prmr/JetUML/releases/","https://gitHub.com/prmr/JetUML/releases/","GitHubReleaseLink (sr)","gitHub.com","GitHub Resource","True","",332536,,
d8f80b37-fd5a-4dec-9b03-d295dd43798b,TextFile,"prmr/JetUML/index.md","index.md","https://github.com/prmr/JetUML/blob/master/index.md","(pdf)","https://people.cs.umass.edu/~brun/pubs/pubs/Wang17icst.pdf","https://people.cs.umass.edu/~brun/pubs/pubs/Wang17icst.pdf","Link","people.cs.umass.edu","PDF","True","",520767,,
d8f80b37-fd5a-4dec-9b03-d295dd43798b,TextFile,"prmr/JetUML/index.md","index.md","https://github.com/prmr/JetUML/blob/master/index.md","(pdf)","https://www.cs.mcgill.ca/~martin/papers/fse2016.pdf","https://www.cs.mcgill.ca/~martin/papers/fse2016.pdf","Link","www.cs.mcgill.ca","PDF","True","",172996,,
d8f80b37-fd5a-4dec-9b03-d295dd43798b,TextFile,"prmr/JetUML/index.md","index.md","https://github.com/prmr/JetUML/blob/master/index.md","(pdf)","https://www.cs.mcgill.ca/~martin/papers/software2019.pdf","https://www.cs.mcgill.ca/~martin/papers/software2019.pdf","Link","www.cs.mcgill.ca","PDF","True","",208439,,
d8f80b37-fd5a-4dec-9b03-d295dd43798b,TextFile,"prmr/JetUML/index.md","index.md","https://github.com/prmr/JetUML/blob/master/index.md","[Connection Error] ","https://www.gnu.org/licenses/gpl-3.0","https://www.gnu.org/licenses/gpl-3.0","Link","www.gnu.org","Unknown","False","Connection Error",,,
d8f80b37-fd5a-4dec-9b03-d295dd43798b,TextFile,"prmr/JetUML/index.md","index.md","https://github.com/prmr/JetUML/blob/master/index.md","(pdf)","https://www.inf.usi.ch/lanza/Downloads/Pfah2020a.pdf","https://www.inf.usi.ch/lanza/Downloads/Pfah2020a.pdf","Link","www.inf.usi.ch","PDF","True","",3483769,,
