Id,X,Y,Topic,NearestNeighbor,NearestNeighborDistance
2149408990,5.0270586,8.558218,postback handlers; postback handler; postbackhandler | postback postback handler handler | postback update command event,815,0.06503403512635428
2151547137,4.2220826,5.1232862,controls markup; binding markup; markupcontrol | markup control markup control | roleview textbox markup controls,733,0.10942208106402246
2152288717,4.0371604,8.356477,error page; page errors; error messages | debug error page | debug warning production,826,0.044063270612179156
2165466944,6.6441727,4.0108447,datepicker; controls businesspack; dateonly | datepicker formatstring businesspack | datepicker formatstring month,5,0.040094008867569884
2171759263,2.897017,5.4947133,html comments; allow html; dothtml | comments html parser | parser html comments case insensitive,119,0.0309175625898562
2172203853,6.6463947,3.9708123,datepicker; controls businesspack; dateonly | datepicker formatstring businesspack | datepicker formatstring month,3,0.040094008867569884
2174134470,3.3488493,4.8032036,,412,0.08452625112807666
2176215088,1.1186441,3.7690136,extension intellisense; intellisense working; intellisense | intellisense studio visual studio | extension intellisense studio extension visual studio,92,0.06072542782499657
2184633740,6.630298,4.0541735,datepicker; controls businesspack; dateonly | datepicker formatstring businesspack | datepicker formatstring month,638,0.03146512200511412
2194619036,6.2997866,3.8891056,,528,0.13361911525928288
2225109426,4.545625,5.158081,controls markup; binding markup; markupcontrol | markup control markup control | roleview textbox markup controls,523,0.10528338829202415
2253458884,6.205788,3.1688817,gridviewtemplatecolumn; gridviewtextcolumn; gridviewcolumn | gridview gridviewtextcolumn columns | columns gridviewtemplatecolumn controls gridview,457,0.04266645231946104
2265773196,3.8523445,4.947886,markup controls; server styles; enhancement framework | styles markup control | like source code interface,305,0.01272064632165414
2274946977,6.644132,5.442979,selectedvalue; combobox; pack combobox | combobox business pack | radiobutton comboboxes dropdown,864,0.0776828742646156
2276544833,6.5837154,3.8676715,,5,0.12069268623109455
2276556648,6.470359,3.7090368,,14,0.19497351806084082
2333660491,4.850555,5.636524,,602,0.207956003749353
2343300658,6.256608,3.048741,gridviewtemplatecolumn; gridviewtextcolumn; gridviewcolumn | gridview gridviewtextcolumn columns | columns gridviewtemplatecolumn controls gridview,185,0.024834017396050866
2343760550,2.3634832,7.315973,,590,0.14520305624627552
2366624524,6.366187,7.5146422,force deserialize; change deserialized; property viewmodel | deserialize viewmodel deserialization | viewmodel deserialization property,795,0.029938645871346134
2393773089,2.7676334,2.865396,jsonreaderexception error; json jsonreaderexception; jsonreaderexception | json jobject jsonreader | newtonsoft json framework hosting linq,472,0.055230546298820904
2396470738,5.7189302,2.675594,,182,0.06268724786375578
2443202630,4.6749682,7.270201,framework staticcommand; staticcommand; allowstaticcommand | command static command staticcommand | staticcommand csproj command service,644,0.12443618099018258
2444825671,4.877745,4.588031,controls markup; binding markup; markupcontrol | markup control markup control | roleview textbox markup controls,861,0.016479014412093363
2534395545,6.3147774,3.452113,,31,0.04681668362688453
2537097106,6.363044,3.5393698,,31,0.05334250812304769
2556876422,3.7906501,6.445626,framework proposal; asp net; server rendering | resources pages files | pages automatically resource,366,0.14446435376926806
2557049780,2.5266845,8.375385,spa redirect; framework redirecttoroute; framework redirect | spa redirect redirecttoroute | login working spa context redirecttoroute,694,0.05256367177065832
2573909744,2.110072,6.2275267,iserviceprovider; extensions dependencyinjection; dependencyinjection | singleton core iserviceprovider | scoped singleton net core,542,0.03327083724326952
2615855847,5.33949,6.2322717,resource bindings; resource binding; value binding | binding resource bindings | value culture localized,265,0.02869519220188698
2684094773,2.4301353,5.3792167,,840,0.17512550953529266
2720751371,6.34143,3.4906023,,24,0.04681668362688453
2788249158,2.2134643,3.02697,aspnetcore; integration visualstudio; innerexception classname | boolean compiler stream | compiler microsoft stream,835,0.07461105036019523
2801763439,4.6494637,5.4108634,,451,0.08650809443073405
2841804235,1.3248272,4.2403684,visual studio; extension add; studio extension | visual visual studio studio | visual studio enhancement visual studio extension,165,0.025905068189581784
2853666710,4.7841716,8.882785,postback handlers; postback handler; postbackhandler | postback postback handler handler | postback update command event,364,0.06300869450400845
2891446256,2.8418295,6.4842677,framework proposal; asp net; server rendering | resources pages files | pages automatically resource,306,0.009526477369727192
2902929788,6.1703224,3.296811,gridviewtemplatecolumn; gridviewtextcolumn; gridviewcolumn | gridview gridviewtextcolumn columns | columns gridviewtemplatecolumn controls gridview,735,0.01630908029911584
2950048538,2.8950868,6.152757,framework proposal; asp net; server rendering | resources pages files | pages automatically resource,480,0.03917106865136016
2960121279,3.486881,5.98326,,385,0.0650902586501047
2976272268,3.0328345,10.485265,controls fileupload; fileupload control; framework fileupload | fileupload upload files | fileupload control guid size,255,0.00720981782458708
3021799861,3.824875,6.6341453,,409,0.03385061609571153
3028125373,3.1150753,10.3784485,controls fileupload; fileupload control; framework fileupload | fileupload upload files | fileupload control guid size,821,0.015384504555382046
3030868292,5.555928,2.4980743,gridview sorting; sortingoptions; framework gridviewdataset | sort sortexpression grid | gridviewdataset paging column,446,0.0068807899001254134
3103082994,1.6824166,5.0642343,tests feature; ui tests; samples tests | analyzers tests ui | analyzers ui tests enhancement framework,636,0.020686190552135324
3220232914,6.920142,6.5340595,date value; datetimeoffset; type date | datetime date textbox | viewmodel datetimeoffset api bindings,545,0.013054794952982063
3225191752,5.585829,2.5113199,gridview sorting; sortingoptions; framework gridviewdataset | sort sortexpression grid | gridviewdataset paging column,605,0.015717309899473397
51847277,3.971869,5.181648,,48,0.023350541071748537
51847673,3.9510887,5.192298,,47,0.023350541071748537
51847889,6.233451,8.7203865,framework validation; failoninvalidmodelstate; issue validation | validation static commands errors | static commands validationsummary login,365,0.012375701085816562
51848056,5.1967406,6.5708666,resource bindings; resource binding; value binding | binding resource bindings | value culture localized,174,0.025330483309696245
51848213,4.7096515,8.66509,postback handlers; postback handler; postbackhandler | postback postback handler handler | postback update command event,748,0.049331795291539894
51848289,4.2894907,8.711014,postback handlers; postback handler; postbackhandler | postback postback handler handler | postback update command event,130,0.04680599711755611
51848498,1.2609732,4.061717,visual studio; extension add; studio extension | visual visual studio studio | visual studio enhancement visual studio extension,169,0.1130966993285153
51889179,5.6118746,3.1034675,,494,0.0721933440453894
51889185,1.7829481,7.7743754,,400,0.06533402272526455
51999228,3.2197313,5.5049343,html comments; allow html; dothtml | comments html parser | parser html comments case insensitive,796,0.0424154855724939
52000424,5.034983,5.4739738,attribute binding; binding markup; html attribute | class css attribute | css class htmlgenericcontrol curly,226,0.09174145494225543
52567547,6.398638,7.709603,force deserialize; change deserialized; property viewmodel | deserialize viewmodel deserialization | viewmodel deserialization property,59,0.05301783262718188
53231961,6.4216943,7.7573447,force deserialize; change deserialized; property viewmodel | deserialize viewmodel deserialization | viewmodel deserialization property,58,0.05301783262718188
53257501,5.743517,7.3780074,,531,0.3073673635096652
53302095,4.096179,5.0506396,controls markup; binding markup; markupcontrol | markup control markup control | roleview textbox markup controls,603,0.04317273582756901
53332933,6.4086757,7.5838976,force deserialize; change deserialized; property viewmodel | deserialize viewmodel deserialization | viewmodel deserialization property,770,0.061446328823580046
53513981,1.8962779,6.229743,implement authorization; authorize attribute; authorize | authorization authorize azuread | authorization com azuread,753,0.0972149526721712
54006102,5.0173497,6.376668,resource bindings; resource binding; value binding | binding resource bindings | value culture localized,520,0.049229692314418885
54462796,6.3838077,7.4784017,force deserialize; change deserialized; property viewmodel | deserialize viewmodel deserialization | viewmodel deserialization property,244,0.014381629432431094
54485123,3.2914255,5.637943,html comments; allow html; dothtml | comments html parser | parser html comments case insensitive,224,0.06358831478046156
60504789,2.6201453,2.9062467,jsonreaderexception error; json jsonreaderexception; jsonreaderexception | json jobject jsonreader | newtonsoft json framework hosting linq,717,0.04186862683035329
60534050,1.0093787,3.6810899,extension intellisense; intellisense working; intellisense | intellisense studio visual studio | extension intellisense studio extension visual studio,77,0.061865169268038527
60534137,1.0195574,3.788943,extension intellisense; intellisense working; intellisense | intellisense studio visual studio | extension intellisense studio extension visual studio,70,0.03341400157196707
60534219,1.0406137,3.8148878,extension intellisense; intellisense working; intellisense | intellisense studio visual studio | extension intellisense studio extension visual studio,248,0.03300366776301223
60534463,3.7293446,4.5806694,,12,0.3872686390939849
60534564,5.3711753,6.0677524,resource bindings; resource binding; value binding | binding resource bindings | value culture localized,804,0.07186905103234563
60571104,4.738782,4.624842,,784,0.11471068062171119
60571469,1.5185788,4.397412,visual studio; extension add; studio extension | visual visual studio studio | visual studio enhancement visual studio extension,104,0.04063444048446683
60571725,5.9513235,7.684729,viewmodel postback; viewmodel properties; properties viewmodel | selectedvalue viewmodel viewmodel properties | selectedvalue viewmodel properties postback,576,0.04907847844369879
60571818,1.1159132,3.9096303,extension intellisense; intellisense working; intellisense | intellisense studio visual studio | extension intellisense studio extension visual studio,219,0.020562852808515466
60571859,1.0236719,3.7412813,extension intellisense; intellisense working; intellisense | intellisense studio visual studio | extension intellisense studio extension visual studio,69,0.04783904868408006
60572089,6.4145136,7.647255,force deserialize; change deserialized; property viewmodel | deserialize viewmodel deserialization | viewmodel deserialization property,203,0.010089236748156538
61059001,3.882355,5.444029,control markup; properties enhancement; enhancement framework | decorator html literal | decorator enhancement framework attached properties,347,0.027376954173828263
61059395,1.9255672,3.9960728,,81,0.18889562400289509
61070147,1.7652932,3.8961036,project template; add project; extension add | template links dotnet | dotnet tag add,132,0.07844453418037826
61074162,1.513302,3.825391,,132,0.1835980984202373
61099507,4.3188705,9.223089,postback handlers; postback handler; postbackhandler | postback postback handler handler | postback update command event,630,0.016605129438366395
61617763,6.4072466,6.981424,framework bindings; property viewmodel; attribute viewmodel | fields serialization meaningful error | fields derived server client,362,0.10966437399310983
61618073,3.8203642,5.5833764,control markup; properties enhancement; enhancement framework | decorator html literal | decorator enhancement framework attached properties,664,0.057826785837615524
61618562,5.667317,6.7517657,null propagation; value bindings; binding parser | null operator null propagation | null propagation expression nullreferenceexception thrown,127,0.023851682517470156
61639538,3.6073625,5.429073,control markup; properties enhancement; enhancement framework | decorator html literal | decorator enhancement framework attached properties,89,0.039940440733370684
62111291,3.0097919,3.7845137,,620,0.012720259849329047
64055605,3.6277363,5.463426,control markup; properties enhancement; enhancement framework | decorator html literal | decorator enhancement framework attached properties,87,0.039940440733370684
64057082,5.690445,2.9883373,gridviewtemplatecolumn; gridviewtextcolumn; gridviewcolumn | gridview gridviewtextcolumn columns | columns gridviewtemplatecolumn controls gridview,463,0.028001441335564932
64790452,4.9118586,6.677146,,340,0.0313759565243877
65672183,1.0612996,3.7889931,extension intellisense; intellisense working; intellisense | intellisense studio visual studio | extension intellisense studio extension visual studio,70,0.03314271261056027
65944835,0.90071833,3.2934735,visual studio; extension redwood; theme | theme ugly extension | theme visual studio looks bad,379,0.04505881739828357
66859093,3.0209656,5.306443,html comments; allow html; dothtml | comments html parser | parser html comments case insensitive,281,0.10468766276509776
66870830,2.1500676,7.521152,,745,0.10487678478579926
67084367,2.5970066,6.4316864,framework proposal; asp net; server rendering | resources pages files | pages automatically resource,403,0.0632938786670568
67103779,6.376641,8.592412,validation fails; validation doesn; validationerrors | validation target validationsummary | target nested validationerrors,452,0.122186269320488
67336623,6.1203947,8.555226,,608,0.011062801879621838
69541924,1.6409785,3.1156638,visual studio; extension extension; studio extension | visual studio studio visual | visual studio studio extension bug visual,765,0.04677699341357099
69545812,1.1577336,3.2509086,visual studio; extension redwood; theme | theme ugly extension | theme visual studio looks bad,109,0.04266820350949238
69557216,3.1005247,6.61679,,428,0.14271220539576737
70097880,1.501415,3.0031402,visual studio; extension extension; studio extension | visual studio studio visual | visual studio studio extension bug visual,420,0.022896030911450874
70105134,1.7011263,3.1241713,visual studio; extension extension; studio extension | visual studio studio visual | visual studio studio extension bug visual,765,0.015271084231917342
70345043,1.5575106,4.3857727,visual studio; extension add; studio extension | visual visual studio studio | visual studio enhancement visual studio extension,74,0.04063444048446683
70733152,6.585086,8.844662,validation fails; validation doesn; validationerrors | validation target validationsummary | target nested validationerrors,116,0.022402948779486603
70870164,2.4501104,8.470391,spa redirect; framework redirecttoroute; framework redirect | spa redirect redirecttoroute | login working spa context redirecttoroute,114,0.028493128360379726
70887235,7.081511,6.409843,date value; datetimeoffset; type date | datetime date textbox | viewmodel datetimeoffset api bindings,551,0.04531245605610509
70887588,2.388213,8.627351,spa redirect; framework redirecttoroute; framework redirect | spa redirect redirecttoroute | login working spa context redirecttoroute,162,0.013403168064652854
72169399,1.1711184,3.291423,visual studio; extension redwood; theme | theme ugly extension | theme visual studio looks bad,100,0.04266820350949238
72437388,3.051208,10.465235,controls fileupload; fileupload control; framework fileupload | fileupload upload files | fileupload control guid size,137,0.003135234738336473
72437633,1.7337006,5.0342803,tests feature; ui tests; samples tests | analyzers tests ui | analyzers ui tests enhancement framework,662,0.046812172949679313
72768766,3.8674433,8.422339,error page; page errors; error messages | debug error page | debug warning production,311,0.062236529796414246
73326224,5.852697,5.0159597,binding repeater; change repeater; dot repeater | repeater knockout ids | knockout ids renderwrappertag,596,0.09353174314117282
75884731,2.4562256,8.442562,spa redirect; framework redirecttoroute; framework redirect | spa redirect redirecttoroute | login working spa context redirecttoroute,106,0.028493128360379726
75903155,2.1167345,7.6331615,route; default page; url fragment | route helper optional | route helper method optional,95,0.11686413844742721
84441340,6.586889,8.822331,validation fails; validation doesn; validationerrors | validation target validationsummary | target nested validationerrors,105,0.022402948779486603
84486943,3.2325993,4.9921436,,454,0.08854585368157801
84492187,2.4660552,2.8958733,aspnetcore; integration visualstudio; innerexception classname | boolean compiler stream | compiler microsoft stream,691,0.06843607349569218
84499571,2.9075751,5.4656544,html comments; allow html; dothtml | comments html parser | parser html comments case insensitive,4,0.0309175625898562
85135779,2.6989133,6.6162524,framework proposal; asp net; server rendering | resources pages files | pages automatically resource,432,0.08203041440155798
85144350,1.3615981,4.2779922,visual studio; extension add; studio extension | visual visual studio studio | visual studio enhancement visual studio extension,318,0.02246949820665931
85928120,2.2330155,5.0469437,aspnetcore v2; aspnetcore; net core | core package nuget | net nancyfx aspnetcore,149,0.10023193953340104
85928153,2.379099,5.1483355,tests feature; ui tests; samples tests | analyzers tests ui | analyzers ui tests enhancement framework,840,0.08947133178838218
94940707,5.814085,6.196115,valuebindingexpression; binding expression; property knockoutexpressionbindingproperty | expression null knockoutexpressionbindingproperty | null value error unable,697,0.08126152107487691
94979359,3.073595,8.860442,,739,0.12004360269046331
97051242,4.4128876,8.93707,postback handlers; postback handler; postbackhandler | postback postback handler handler | postback update command event,413,0.11839607806397384
98124042,5.664176,6.7281218,null propagation; value bindings; binding parser | null operator null propagation | null propagation expression nullreferenceexception thrown,86,0.023851682517470156
105816496,2.9478137,5.671667,,172,0.08932533928468064
106047997,4.053994,5.5244102,markup controls; server styles; enhancement framework | styles markup control | like source code interface,729,0.04597434408767397
109667427,4.3044486,8.755365,postback handlers; postback handler; postbackhandler | postback postback handler handler | postback update command event,52,0.04680599711755611
111424033,5.0763855,5.921765,client rendered; server rendered; attribute rendered | rendering mode renders | renders server javascript,343,0.01405274129747563
112580760,1.6883844,3.8806577,,81,0.07844453418037826
112602704,6.125227,8.512666,,608,0.041271056407680216
112614443,4.0384746,5.4380264,markup controls; server styles; enhancement framework | styles markup control | like source code interface,729,0.0701460363188786
112617615,3.486988,5.475534,html comments; allow html; dothtml | comments html parser | parser html comments case insensitive,180,0.0902765322207815
112765295,5.7271166,3.2093196,gridviewtemplatecolumn; gridviewtextcolumn; gridviewcolumn | gridview gridviewtextcolumn columns | columns gridviewtemplatecolumn controls gridview,207,0.1044613996426268
112765361,3.0529675,10.46264,controls fileupload; fileupload control; framework fileupload | fileupload upload files | fileupload control guid size,110,0.003135234738336473
112765493,6.167233,8.322483,,394,0.12850530330813198
112790898,4.477966,9.138996,postback handlers; postback handler; postbackhandler | postback postback handler handler | postback update command event,668,0.045924015263188005
112812048,3.1986077,5.8292046,html comments; allow html; dothtml | comments html parser | parser html comments case insensitive,155,0.08940094899108864
112816704,2.7213216,5.6791735,,227,0.1389423587419496
113104264,3.9791186,5.5182133,control markup; properties enhancement; enhancement framework | decorator html literal | decorator enhancement framework attached properties,129,0.07513159763238682
113177750,4.6791286,9.083951,postback handlers; postback handler; postbackhandler | postback postback handler handler | postback update command event,555,0.03401919577037234
113215535,5.7219496,6.7199097,null propagation; value bindings; binding parser | null operator null propagation | null propagation expression nullreferenceexception thrown,127,0.05835431540368865
113871238,2.8232443,5.5006375,html comments; allow html; dothtml | comments html parser | parser html comments case insensitive,773,0.04364093553676983
114306667,4.633444,8.727586,postback handlers; postback handler; postbackhandler | postback postback handler handler | postback update command event,51,0.09855646723806491
114323288,6.29135,5.2005143,binding repeater; change repeater; dot repeater | repeater knockout ids | knockout ids renderwrappertag,781,0.11252796179430517
114691204,6.706444,8.461387,validation attribute; validation fails; required validation | address validation form | address value combobox select,844,0.03975919989729051
114697589,2.1657765,4.972611,tests feature; ui tests; samples tests | analyzers tests ui | analyzers ui tests enhancement framework,122,0.10023193953340104
114697748,2.5787814,5.2508388,,30,0.19640915658713554
